,entidad,nom_ent,mun,nom_mun,pobtot,pob_edo,prop_pob_mun
373,30,Veracruz de Ignacio de la Llave,58,Chicontepec,110172,15332413,0.007185561724693954
374,8,Chihuahua,29,Guadalupe y Calvo,109396,6847912,0.015975088464921863
375,30,Veracruz de Ignacio de la Llave,71,Huatusco,109210,15332413,0.007122818828321413
376,13,Hidalgo,16,Cuautepec de Hinojosa,109037,5333562,0.020443560982322882
377,4,Campeche,9,Escárcega,108997,1653874,0.06590405315036091
378,13,Hidalgo,3,Actopan,108622,5333562,0.020365751818390787
379,1,Aguascalientes,3,Calvillo,108560,2376187,0.045686639982459296
380,25,Sinaloa,9,Escuinapa,108522,5550954,0.019550153000727443
381,26,Sonora,25,Empalme,108444,5346581,0.020282868622022186
382,31,Yucatán,59,Progreso,107929,3916927,0.027554508930087287
383,12,Guerrero,58,Teloloapan,107686,6789085,0.015861636730133737
384,27,Tabasco,16,Teapa,107126,4479437,0.02391505896834803
385,24,San Luis Potosí,21,Mexquitic de Carmona,106913,5184349,0.020622261348531897
386,21,Puebla,207,Zacapoaxtla,106591,11567088,0.009215024559335937
387,15,México,92,Teotihuacán,106031,30357152,0.0034927848304083333
388,4,Campeche,1,Calkiní,105878,1653874,0.06401817792649259
389,30,Veracruz de Ignacio de la Llave,173,Tezonapa,105202,15332413,0.006861411833871159
390,30,Veracruz de Ignacio de la Llave,47,Coscomatepec,105080,15332413,0.006853454834539091
391,30,Veracruz de Ignacio de la Llave,11,Alvarado,104337,15332413,0.006804995404180673
392,21,Puebla,4,Acatzingo,104310,11567088,0.009017827131599586
393,14,Jalisco,35,Encarnación de Díaz,103718,14729215,0.007041651574778425
394,13,Hidalgo,61,Tepeapulco,103435,5333562,0.01939323101522022
395,7,Chiapas,40,Huixtla,103206,9645256,0.010700182556066942
396,24,San Luis Potosí,54,Xilitla,103080,5184349,0.019882920690717388
397,21,Puebla,186,Tlatlauquitepec,103007,11567088,0.00890517993811407
398,7,Chiapas,69,Pijijiapan,102912,9645256,0.010669701250023846
399,31,Yucatán,101,Umán,102133,3916927,0.02607477749776802
400,8,Chihuahua,27,Guachochi,102002,6847912,0.014895343281280483
401,11,Guanajuato,19,Jerécuaro,101802,10990840,0.009262440359426577
402,20,Oaxaca,482,Santiago Pinotepa Nacional,100792,7615962,0.013234309730011783
403,15,México,53,Melchor Ocampo,100491,30357152,0.0033102907677241924
404,30,Veracruz de Ignacio de la Llave,83,Ixhuatlán de Madero,99774,15332413,0.006507390584900107
405,25,Sinaloa,14,Rosario,99263,5550954,0.017882151428385104
406,1,Aguascalientes,7,Rincón de Romos,99201,2376187,0.041747976905858
407,10,Durango,23,Pueblo Nuevo,99001,3281041,0.030173655251488782
408,11,Guanajuato,21,Moroleón,98799,10990840,0.008989212835415674
409,8,Chihuahua,11,Camargo,98503,6847912,0.014384384612419084
410,18,Nayarit,8,Xalisco,98257,2178445,0.04510419129241271
411,30,Veracruz de Ignacio de la Llave,32,Catemaco,98086,15332413,0.006397297020371158
412,17,Morelos,24,Tlaltizapán,97845,3558947,0.027492682526601267
413,14,Jalisco,30,Chapala,97789,14729215,0.006639118242214538
414,12,Guerrero,53,San Marcos,97154,6789085,0.014310323114234098
415,30,Veracruz de Ignacio de la Llave,40,Coatzintla,96992,15332413,0.006325944911606542
416,14,Jalisco,66,Poncitlán,96947,14729215,0.006581952941823444
417,15,México,9,Amecameca,96943,30357152,0.0031934155088066234
418,30,Veracruz de Ignacio de la Llave,23,Atzalan,96923,15332413,0.006321444641492503
419,32,Zacatecas,24,Loreto,96899,2991119,0.032395568347498044
420,21,Puebla,177,Tlacotepec de Benito Juárez,96568,11567088,0.008348514336538288
421,13,Hidalgo,67,Tezontepec de Aldama,96064,5333562,0.01801122776860942
422,15,México,111,Villa de Allende,95418,30357152,0.0031431802298186604
423,24,San Luis Potosí,3,Aquismón,95089,5184349,0.01834155069421445
424,21,Puebla,43,Cuetzalan del Progreso,94960,11567088,0.008209499227463299
425,20,Oaxaca,390,Santa Lucía del Camino,94712,7615962,0.012435986419049885
426,21,Puebla,115,Quecholac,94674,11567088,0.008184773903336778
427,24,San Luis Potosí,50,Villa de Reyes,94109,5184349,0.018152520210348494
428,15,México,18,Calimaya,94071,30357152,0.003098808478476505
429,17,Morelos,30,Yecapixtla,93700,3558947,0.026328012190122527
430,16,Michoacán de Ocampo,110,Zinapécuaro,93480,8722733,0.010716824646587256
431,15,México,115,Xonacatlán,92662,30357152,0.0030523943748082824
432,27,Tabasco,15,Tacotalpa,92632,4479437,0.02067938448514847
433,12,Guerrero,75,Eduardo Neri,92404,6789085,0.013610670657386083
434,15,México,103,Tlalmanalco,92318,30357152,0.00304106261351526
435,30,Veracruz de Ignacio de la Llave,204,Agua Dulce,92175,15332413,0.006011773880601833
436,25,Sinaloa,13,Mocorito,92073,5550954,0.01658687857979007
437,1,Aguascalientes,2,Asientos,91492,2376187,0.038503703622652596
438,5,Coahuila de Zaragoza,24,Parras,91157,5506909,0.016553206163384942
439,30,Veracruz de Ignacio de la Llave,207,Tres Valles,90760,15332413,0.005919485732611038
440,10,Durango,32,Santiago Papasquiaro,90662,3281041,0.027632083841683173
441,12,Guerrero,48,Petatlán,90599,6789085,0.013344802723783838
442,16,Michoacán de Ocampo,79,Salvador Escalante,90527,8722733,0.010378283962148103
443,25,Sinaloa,2,Angostura,90225,5550954,0.016253962832334767
444,16,Michoacán de Ocampo,55,Múgica,90041,8722733,0.010322567479710774
445,20,Oaxaca,2,Acatlán de Pérez Figueroa,89966,7615962,0.011812821545065482
446,7,Chiapas,20,La Concordia,89966,9645256,0.009327487005010546
447,29,Tlaxcala,6,Calpulalpan,89956,2342829,0.03839631488256292
448,7,Chiapas,51,Mapastepec,89819,9645256,0.009312246351988998
449,15,México,112,Villa del Carbón,89764,30357152,0.0029569308741478778
450,15,México,3,Aculco,89649,30357152,0.002953142639994687
451,8,Chihuahua,45,Meoqui,89460,6847912,0.013063836100697555
452,13,Hidalgo,29,Huichapan,88628,5333562,0.016617037544515278
453,12,Guerrero,56,Tecoanapa,88182,6789085,0.012988790094688753
454,21,Puebla,45,Chalchicomula de Sesma,88152,11567088,0.007620932770633369
455,20,Oaxaca,334,Villa de Tututepec de Melchor Ocampo,88051,7615962,0.011561375962747714
456,18,Nayarit,12,San Blas,87834,2178445,0.04031958575956703
457,20,Oaxaca,324,San Pedro Pochutla,87800,7615962,0.011528418865535305
458,7,Chiapas,15,Cacahoatán,87774,9645256,0.009100225022539578
459,28,Tamaulipas,12,González,87757,6556450,0.013384834781017166
460,7,Chiapas,12,Berriozábal,87612,9645256,0.009083429200842362
461,24,San Luis Potosí,11,Ciudad Fernández,87272,5184349,0.016833743253010167
462,7,Chiapas,64,Oxchuc,86717,9645256,0.008990637469860832
463,25,Sinaloa,8,Elota,86004,5550954,0.015493553000078906
464,21,Puebla,110,Palmar de Bravo,85848,11567088,0.007421746942705027
465,20,Oaxaca,318,San Pedro Mixtepec -Dto. 22 -,85754,7615962,0.011259772567142536
466,13,Hidalgo,41,Mixquiahuala de Juárez,85707,5333562,0.016069373525610088
467,30,Veracruz de Ignacio de la Llave,14,Amatlán de los Reyes,85634,15332413,0.005585161318052155
468,30,Veracruz de Ignacio de la Llave,77,Isla,85476,15332413,0.0055748563517040665
469,13,Hidalgo,8,Apan,85272,5333562,0.015987814522452348
470,12,Guerrero,22,Coyuca de Catalán,85091,6789085,0.012533500464348288
471,12,Guerrero,52,San Luis Acatlán,84845,6789085,0.012497265831846264
472,16,Michoacán de Ocampo,12,Buenavista,84639,8722733,0.009703266166693397
473,16,Michoacán de Ocampo,38,Huetamo,84583,8722733,0.009696846160486628
474,4,Campeche,11,Candelaria,84561,1653874,0.051129046106293465
475,14,Jalisco,50,Jocotepec,84465,14729215,0.00573452149350797
476,1,Aguascalientes,6,Pabellón de Arteaga,84326,2376187,0.035487947707819295
477,30,Veracruz de Ignacio de la Llave,201,Zongolica,83852,15332413,0.0054689369507591535
478,30,Veracruz de Ignacio de la Llave,30,Camerino Z. Mendoza,83556,15332413,0.005449631444182986
479,20,Oaxaca,44,Loma Bonita,83549,7615962,0.010970249063742702
480,5,Coahuila de Zaragoza,32,San Juan de Sabinas,83468,5506909,0.015156960102300584
481,30,Veracruz de Ignacio de la Llave,73,Hueyapan de Ocampo,83448,15332413,0.005442587543134926
482,8,Chihuahua,36,Jiménez,83322,6847912,0.012167504488959554
483,24,San Luis Potosí,16,Ebano,83297,5184349,0.016067012463859977
484,17,Morelos,20,Tepoztlán,83287,3558947,0.023402146758577748
485,7,Chiapas,92,Tecpatán,83132,9645256,0.00861895215637615
486,20,Oaxaca,59,Miahuatlán de Porfirio Díaz,82811,7615962,0.010873347319747656
487,30,Veracruz de Ignacio de la Llave,130,Playa Vicente,82669,15332413,0.0053917801457604875
488,7,Chiapas,41,La Independencia,82614,9645256,0.008565246998109744
489,14,Jalisco,44,Ixtlahuacán de los Membrillos,82448,14729215,0.005597582763236194
490,30,Veracruz de Ignacio de la Llave,4,Actopan,82343,15332413,0.005370518000004304
491,14,Jalisco,94,Tequila,81851,14729215,0.005557051071628733
492,32,Zacatecas,36,Ojocaliente,81814,2991119,0.02735230527438059
493,30,Veracruz de Ignacio de la Llave,86,Jalacingo,81509,15332413,0.005316123430799836
494,7,Chiapas,74,Reforma,81422,9645256,0.008441662927349984
495,19,Nuevo León,49,Santiago,81327,9320338,0.008725756512263826
496,24,San Luis Potosí,32,Santa María del Río,81279,5184349,0.015677763977695176
497,30,Veracruz de Ignacio de la Llave,138,Río Blanco,81269,15332413,0.005300470317359701
498,31,Yucatán,79,Tekax,81247,3916927,0.02074253617695709
499,13,Hidalgo,2,Acaxochitlán,81182,5333562,0.015220972400808315
500,7,Chiapas,9,Arriaga,80998,9645256,0.008397703492784432
501,19,Nuevo León,17,Galeana,80674,9320338,0.00865569467545061
502,7,Chiapas,81,Simojovel,80669,9645256,0.008363593459831445
503,14,Jalisco,91,Teocaltiche,80629,14729215,0.005474086704552823
504,7,Chiapas,93,Tenejapa,80541,9645256,0.00835032268713241
505,8,Chihuahua,31,Guerrero,80481,6847912,0.011752633503467919
506,32,Zacatecas,5,Calera,80280,2991119,0.026839453729523968
507,29,Tlaxcala,34,Tlaxco,80240,2342829,0.0342491918957807
508,12,Guerrero,61,Tixtla de Guerrero,80200,6789085,0.011813079376675945
509,15,México,36,Hueypoxtla,79728,30357152,0.002626333326657257
510,30,Veracruz de Ignacio de la Llave,89,Jáltipan,79722,15332413,0.005199572956976831
511,18,Nayarit,16,Tecuala,79664,2178445,0.03656920418004586
512,13,Hidalgo,46,San Felipe Orizatlán,78445,5333562,0.014707806902779043
513,13,Hidalgo,83,Zempoala,78386,5333562,0.014696744877063395
514,14,Jalisco,22,Cihuatlán,78203,14729215,0.005309380031454493
515,15,México,23,Coyotepec,78066,30357152,0.0025715851078520146
516,29,Tlaxcala,44,Zacatelco,77333,2342829,0.03300838430803102
517,20,Oaxaca,413,Santa María Huatulco,77297,7615962,0.010149341606483855
518,13,Hidalgo,84,Zimapán,77112,5333562,0.014457880118389924
519,7,Chiapas,46,Jiquipilas,77041,9645256,0.007987449996143182
520,20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,76953,7615962,0.010104173313889958
521,24,San Luis Potosí,40,Tamuín,76775,5184349,0.014808995304907134
522,14,Jalisco,16,Ayotlán,76685,14729215,0.005206319549276727
523,22,Querétaro,7,Ezequiel Montes,76605,3660138,0.02092953872231047
524,12,Guerrero,3,Ajuchitlán del Progreso,76582,6789085,0.011280165147438867
525,7,Chiapas,80,Siltepec,76449,9645256,0.007926072672410146
526,20,Oaxaca,57,Matías Romero Avendaño,76397,7615962,0.010031168747953312
527,14,Jalisco,85,Tamazula de Gordiano,76363,14729215,0.005184458234875382
528,24,San Luis Potosí,49,Villa de Ramos,76120,5184349,0.014682653501915091
529,21,Puebla,199,Xiutetelco,75820,11567088,0.0065548044589960755
530,4,Campeche,6,Hopelchén,75730,1653874,0.04578946159139088
531,7,Chiapas,102,Tuxtla Chico,75532,9645256,0.00783100002737097
532,31,Yucatán,89,Ticul,75452,3916927,0.019263060046817312
533,7,Chiapas,94,Teopisca,75362,9645256,0.007813374782380063
534,11,Guanajuato,8,Manuel Doblado,74905,10990840,0.006815220674670908
535,30,Veracruz de Ignacio de la Llave,94,Juan Rodríguez Clara,74865,15332413,0.004882793073732099
536,12,Guerrero,34,Huitzuco de los Figueroa,74840,6789085,0.011023576814843236
537,30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan,74515,15332413,0.004859965616631903
538,11,Guanajuato,29,San Diego de la Unión,74485,10990840,0.006777007034949103
539,12,Guerrero,50,Pungarabato,74175,6789085,0.010925625470884515
540,12,Guerrero,32,General Heliodoro Castillo,73590,6789085,0.010839457747251655
541,18,Nayarit,1,Acaponeta,73407,2178445,0.033696971922632886
542,11,Guanajuato,18,Jaral del Progreso,73268,10990840,0.00666627846461235
543,20,Oaxaca,278,San Miguel Soyaltepec,73156,7615962,0.009605615154067208
544,21,Puebla,180,Tlahuapan,73091,11567088,0.006318876453606992
545,7,Chiapas,111,Zinacantán,72978,9645256,0.007566206640860543
546,13,Hidalgo,73,Tlanchinol,72811,5333562,0.013651477192915354
547,27,Tabasco,9,Jalapa,72796,4479437,0.016251149419000646
548,16,Michoacán de Ocampo,25,Chilchota,72592,8722733,0.00832216233146194
549,23,Quintana Roo,6,José María Morelos,72542,2656424,0.027308140567921385
550,15,México,21,Coatepec Harinas,72348,30357152,0.0023832275175220655
551,7,Chiapas,26,Chenalhó,72224,9645256,0.007488033495430292
552,15,México,84,Temascalapa,71976,30357152,0.002370973403565657
553,1,Aguascalientes,11,San Francisco de los Romo,71835,2376187,0.03023120655066289
554,11,Guanajuato,39,Tarimoro,71313,10990840,0.0064884030701929975
555,30,Veracruz de Ignacio de la Llave,161,Tempoal,71284,15332413,0.004649235576944086
556,19,Nuevo León,14,Dr. Arroyo,71217,9320338,0.00764103190249109
557,22,Querétaro,8,Huimilpan,71211,3660138,0.019455823796807662
558,14,Jalisco,100,Tomatlán,70549,14729215,0.004789732514597689
559,30,Veracruz de Ignacio de la Llave,92,Xico,70532,15332413,0.0046001891548316624
560,7,Chiapas,87,Suchiate,70530,9645256,0.007312403112991506
561,29,Tlaxcala,15,Ixtacuixtla de Mariano Matamoros,70449,2342829,0.030070056329335175
562,15,México,100,Tezoyuca,70404,30357152,0.0023191898897498685
563,29,Tlaxcala,18,Contla de Juan Cuamatzi,70176,2342829,0.029953530539360746
564,17,Morelos,31,Zacatepec,70167,3558947,0.019715663087986418
565,13,Hidalgo,59,Tecozautla,70164,5333562,0.013155185971401476
566,18,Nayarit,9,Del Nayar,70054,2178445,0.032157800633020345
567,16,Michoacán de Ocampo,9,Ario,69881,8722733,0.008011365245273471
568,14,Jalisco,82,Sayula,69833,14729215,0.004741121641581035
569,10,Durango,14,Mezquital,69571,3281041,0.02120394106626525
570,19,Nuevo León,44,Sabinas Hidalgo,69568,9320338,0.007464106988394627
571,12,Guerrero,51,Quechultenango,69460,6789085,0.010231128347929065
572,16,Michoacán de Ocampo,65,Paracho,69457,8722733,0.007962756626850781
573,30,Veracruz de Ignacio de la Llave,115,Nogales,69390,15332413,0.00452570642337902
574,32,Zacatecas,51,Villa de Cos,69382,2991119,0.0231960012289715
575,21,Puebla,34,Coronango,69199,11567088,0.005982404560248872
576,18,Nayarit,10,Rosamorada,68916,2178445,0.031635409661478715
577,15,México,64,El Oro,68892,30357152,0.002269382845927049
578,7,Chiapas,109,Yajalón,68674,9645256,0.007119976908855504
579,14,Jalisco,108,Tuxpan,68537,14729215,0.00465313324572966
580,15,México,65,Otumba,68533,30357152,0.002257556967135784
581,10,Durango,8,Guadalupe Victoria,68465,3281041,0.0208668529286894
582,16,Michoacán de Ocampo,45,Jiquilpan,68426,8722733,0.007844559726865421
583,20,Oaxaca,565,Villa de Zaachila,68242,7615962,0.008960391346490437
584,15,México,19,Capulhuac,68203,30357152,0.0022466863821744543
585,31,Yucatán,52,Motul,68015,3916927,0.01736437773795631
586,21,Puebla,51,Chietla,67941,11567088,0.00587364771496508
587,30,Veracruz de Ignacio de la Llave,101,Mariano Escobedo,67906,15332413,0.004428918005274186
588,15,México,96,Tequixquiac,67818,30357152,0.002234004033052903
589,13,Hidalgo,23,Francisco I. Madero,67809,5333562,0.01271364240258199
590,21,Puebla,3,Acatlán,67807,11567088,0.005862063122542165
591,30,Veracruz de Ignacio de la Llave,142,San Juan Evangelista,67558,15332413,0.00440622099078599
592,10,Durango,4,Cuencamé,67506,3281041,0.020574567644841987
593,17,Morelos,3,Axochiapan,67434,3558947,0.018947739317275586
594,30,Veracruz de Ignacio de la Llave,15,Angel R. Cabada,67391,15332413,0.004395329032683896
595,31,Yucatán,19,Chemax,67198,3916927,0.017155795857313656
596,32,Zacatecas,49,Valparaíso,67086,2991119,0.02242839552689144
597,15,México,40,Ixtapan de la Sal,67082,30357152,0.0022097593344724826
598,13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,67016,5333562,0.012564961277285236
599,7,Chiapas,37,Huehuetán,67002,9645256,0.006946627440474364
600,15,México,32,Donato Guerra,66910,30357152,0.0022040934538259714
601,24,San Luis Potosí,53,Axtla de Terrazas,66664,5184349,0.012858702220857431
602,25,Sinaloa,7,Choix,66637,5550954,0.012004603172715898
603,7,Chiapas,79,San Fernando,66466,9645256,0.006891056079797156
604,29,Tlaxcala,43,Yauhquemehcan,66180,2342829,0.028247900294899885
605,15,México,105,Tlatlaya,66053,30357152,0.0021758628740930638
606,26,Sonora,19,Cananea,66009,5346581,0.012346020756068225
607,16,Michoacán de Ocampo,17,Contepec,65920,8722733,0.007557264449112451
608,19,Nuevo León,45,Salinas Victoria,65878,9320338,0.007068198599664519
609,20,Oaxaca,469,Santiago Juxtlahuaca,65873,7615962,0.008649334122202815
610,15,México,86,Temascaltepec,65746,30357152,0.002165749935962372
611,16,Michoacán de Ocampo,35,La Huacana,65687,8722733,0.007530552637573568
612,12,Guerrero,76,Acatepec,65645,6789085,0.009669196953639556
613,13,Hidalgo,54,San Salvador,65550,5333562,0.01229009806204559
614,16,Michoacán de Ocampo,85,Tangancícuaro,65456,8722733,0.00750407011197064
615,8,Chihuahua,62,Saucillo,65369,6847912,0.009545829444069958
616,30,Veracruz de Ignacio de la Llave,149,Soteapan,65345,15332413,0.004261886240606746
617,30,Veracruz de Ignacio de la Llave,126,Paso de Ovejas,65310,15332413,0.004259603494896727
618,19,Nuevo León,4,Allende,65291,9320338,0.007005218051105014
619,13,Hidalgo,81,Zacualtipán de Ángeles,64916,5333562,0.0121712281585927
620,30,Veracruz de Ignacio de la Llave,144,Sayula de Alemán,64759,15332413,0.004223666555290416
621,12,Guerrero,7,Arcelia,64535,6789085,0.00950569922161823
622,16,Michoacán de Ocampo,97,Turicato,64370,8722733,0.007379567848746488
623,14,Jalisco,46,Jalostotitlán,64283,14729215,0.004364319483421214
624,13,Hidalgo,52,San Agustín Tlaxiaca,64145,5333562,0.012026671856444154
625,20,Oaxaca,73,Putla Villa de Guerrero,63810,7615962,0.00837845566981558
626,15,México,63,Ocuilan,63606,30357152,0.0020952558395464765
627,7,Chiapas,100,Tumbalá,63564,9645256,0.00659018278001123
628,7,Chiapas,30,Chicomuselo,63437,9645256,0.0065770156852239066
629,17,Morelos,25,Tlaquiltenango,63423,3558947,0.017820720567066607
630,15,México,59,Nextlalpan,63411,30357152,0.002088832312069327
631,21,Puebla,94,Libres,63193,11567088,0.005463172753591915
632,10,Durango,1,Canatlán,63160,3281041,0.019249988037333274
633,14,Jalisco,78,San Miguel el Alto,62788,14729215,0.004262820523700686
634,24,San Luis Potosí,10,Ciudad del Maíz,62772,5184349,0.012107981156361193
635,7,Chiapas,72,Pueblo Nuevo Solistahuacán,62231,9645256,0.00645198012370019
636,13,Hidalgo,13,Atotonilco de Tula,62157,5333562,0.01165393783741522
637,31,Yucatán,38,Hunucmá,61496,3916927,0.01570006282986637
638,7,Chiapas,13,Bochil,61310,9645256,0.0063564927670141675
639,12,Guerrero,59,Tepecoacuilco de Trujano,61021,6789085,0.008988103698804773
640,25,Sinaloa,3,Badiraguato,60729,5550954,0.010940281616457279
641,24,San Luis Potosí,57,Matlapa,60631,5184349,0.011695007415588727
642,24,San Luis Potosí,25,Salinas,60591,5184349,0.011687291885635014
643,7,Chiapas,32,Escuintla,60522,9645256,0.006274794572585735
644,21,Puebla,54,Chignautla,60513,11567088,0.0052314809051336
645,14,Jalisco,64,Ojuelos de Jalisco,60350,14729215,0.004097299143233363
646,28,Tamaulipas,2,Aldama,60141,6556450,0.009172799304501674
647,18,Nayarit,18,Tuxpan,60124,2178445,0.027599503315438305
648,20,Oaxaca,41,Huautla de Jiménez,60041,7615962,0.00788357399892489
649,16,Michoacán de Ocampo,106,Yurécuaro,60010,8722733,0.00687972450836223
650,7,Chiapas,4,Altamirano,59947,9645256,0.006215179773351791
651,26,Sonora,36,Magdalena,59826,5346581,0.011189580780689566
652,8,Chihuahua,40,Madera,59707,6847912,0.008719008071365403
653,7,Chiapas,68,Pichucalco,59695,9645256,0.006189052939600566
654,12,Guerrero,41,Malinaltepec,59244,6789085,0.008726360032316579
655,27,Tabasco,7,Emiliano Zapata,59198,4479437,0.013215500072888624
656,27,Tabasco,11,Jonuta,59174,4479437,0.013210142256716637
657,7,Chiapas,6,Amatenango de la Frontera,59162,9645256,0.006133792612658492
658,32,Zacatecas,55,Villanueva,58987,2991119,0.019720713218029776
659,16,Michoacán de Ocampo,83,Tancítaro,58946,8722733,0.006757744390433595
660,8,Chihuahua,9,Bocoyna,58775,6847912,0.008582908191577228
661,30,Veracruz de Ignacio de la Llave,211,San Rafael,58764,15332413,0.0038326648258170453
662,31,Yucatán,56,Oxkutzcab,58756,3916927,0.015000534858066029
663,30,Veracruz de Ignacio de la Llave,125,Paso del Macho,58459,15332413,0.003812772327486874
664,14,Jalisco,121,Zapotiltic,58448,14729215,0.0039681680252477815
665,7,Chiapas,2,Acala,58318,9645256,0.006046288455174233
666,13,Hidalgo,62,Tepehuacán de Guerrero,58286,5333562,0.010928156455291979
667,30,Veracruz de Ignacio de la Llave,191,Ursulo Galván,58058,15332413,0.0037866185837806482
668,7,Chiapas,112,San Juan Cancuc,58032,9645256,0.006016636572424828
669,24,San Luis Potosí,36,Tamasopo,57934,5184349,0.011174787808459654
670,29,Tlaxcala,31,Tetla de la Solidaridad,57653,2342829,0.02460828340437992
671,6,Colima,1,Armería,57643,1305330,0.04415971440172217
672,25,Sinaloa,4,Concordia,57463,5550954,0.01035191428356279
673,21,Puebla,179,Tlachichuca,57175,11567088,0.004942903520747832
674,23,Quintana Roo,9,Tulum,56939,2656424,0.02143445474065887
675,15,México,56,Morelos,56879,30357152,0.001873660612168098
676,21,Puebla,143,San Salvador el Verde,56851,11567088,0.0049148930136954086
677,4,Campeche,5,Hecelchakán,56644,1653874,0.034249283802756436
678,7,Chiapas,103,Tuzantán,56511,9645256,0.00585894246871208
679,16,Michoacán de Ocampo,20,Cuitzeo,56492,8722733,0.0064764105470154825
680,20,Oaxaca,198,San Juan Guichicovi,56368,7615962,0.007401297432944124
681,12,Guerrero,54,San Miguel Totolapan,56344,6789085,0.008299203795504107
682,12,Guerrero,71,Xochistlahuaca,56343,6789085,0.008299056500250033
683,30,Veracruz de Ignacio de la Llave,9,Alto Lucero de Gutiérrez Barrios,56203,15332413,0.003665633061149605
684,7,Chiapas,71,Villa Comaltitlán,56148,9645256,0.005821307386760911
685,21,Puebla,194,Venustiano Carranza,56113,11567088,0.004851091303187112
686,5,Coahuila de Zaragoza,22,Nava,56105,5506909,0.010188110971145518
687,32,Zacatecas,34,Nochistlán de Mejía,56098,2991119,0.018754853952651165
688,15,México,93,Tepetlaoxtoc,55950,30357152,0.0018430582684436274
689,14,Jalisco,119,Zacoalco de Torres,55851,14729215,0.003791851772141285
690,15,México,123,Luvianos,55814,30357152,0.0018385782697928977
691,7,Chiapas,3,Acapetahua,55667,9645256,0.00577143831122782
692,16,Michoacán de Ocampo,84,Tangamandapio,55664,8722733,0.006381486169529664
693,21,Puebla,142,San Salvador el Seco,55465,11567088,0.004795070289082265
694,15,México,15,Atlautla,55382,30357152,0.0018243476858435205
695,30,Veracruz de Ignacio de la Llave,13,Naranjos Amatlán,55299,15332413,0.003606673000525097
696,28,Tamaulipas,39,Tula,55270,6556450,0.00842986677241495
697,16,Michoacán de Ocampo,93,Tlalpujahua,55187,8722733,0.006326801473804139
698,15,México,26,Chapa de Mota,55102,30357152,0.001815124159209665
699,15,México,10,Apaxco,55050,30357152,0.0018134112185490918
700,20,Oaxaca,399,Santa María Atzompa,54935,7615962,0.00721313998152827
701,30,Veracruz de Ignacio de la Llave,210,Uxpanapa,54918,15332413,0.0035818236829388826
702,30,Veracruz de Ignacio de la Llave,91,Jesús Carranza,54918,15332413,0.0035818236829388826
703,11,Guanajuato,12,Cuerámaro,54745,10990840,0.004980965968024282
704,18,Nayarit,6,Ixtlán del Río,54677,2178445,0.025099095914746527
705,21,Puebla,104,Nopalucan,54665,11567088,0.004725908543273813
706,10,Durango,34,Tamazula,54459,3281041,0.01659808579045492
707,15,México,68,Ozumba,54436,30357152,0.0017931853422877087
708,6,Colima,5,Cuauhtémoc,54411,1305330,0.04168371216473995
709,16,Michoacán de Ocampo,56,Nahuatzen,54348,8722733,0.0062306160236705625
710,22,Querétaro,2,Pinal de Amoles,54327,3660138,0.014842882973264943
711,30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,54267,15332413,0.0035393646127325163
712,30,Veracruz de Ignacio de la Llave,148,Soledad de Doblado,54154,15332413,0.0035319946051544527
713,28,Tamaulipas,25,Miguel Alemán,54151,6556450,0.008259195143713443
714,4,Campeche,10,Calakmul,54086,1653874,0.032702612169971834
715,29,Tlaxcala,41,Papalotla de Xicohténcatl,54006,2342829,0.0230516183639523
716,13,Hidalgo,12,Atotonilco el Grande,53892,5333562,0.010104316777418168
717,13,Hidalgo,10,Atitalaquia,53828,5333562,0.01009231729189611
718,15,México,43,Xalatlaco,53746,30357152,0.0017704559373685647
719,20,Oaxaca,134,San Felipe Jalapa de Díaz,53682,7615962,0.0070486171018185224
720,21,Puebla,76,Hueytamalco,53563,11567088,0.00463063823842267
721,13,Hidalgo,74,Tlaxcoapan,53534,5333562,0.010037194655279155
722,7,Chiapas,8,Angel Albino Corzo,53505,9645256,0.005547286666108188
723,7,Chiapas,54,Mazatán,53498,9645256,0.0055465609207262095
724,20,Oaxaca,14,Ciudad Ixtepec,52948,7615962,0.006952240570528056
725,22,Querétaro,18,Tolimán,52899,3660138,0.01445273374938322
726,8,Chihuahua,52,Ojinaga,52854,6847912,0.007718265071163298
727,15,México,8,Amatepec,52789,30357152,0.0017389312409807087
728,12,Guerrero,10,Atlixtac,52778,6789085,0.0077739489194788396
729,30,Veracruz de Ignacio de la Llave,53,Cuitláhuac,52666,15332413,0.003434945301825616
730,15,México,44,Jaltenco,52656,30357152,0.0017345500658296272
731,14,Jalisco,77,San Martín Hidalgo,52654,14729215,0.0035748001505850786
732,14,Jalisco,24,Cocula,52426,14729215,0.003559320710574189
733,15,México,28,Chiautla,52382,30357152,0.0017255241861950687
734,10,Durango,39,Nuevo Ideal,52381,3281041,0.01596475021189921
735,26,Sonora,3,Alamos,52330,5346581,0.009787563304474393
736,12,Guerrero,23,Cuajinicuilapa,52123,6789085,0.007677470528060851
737,16,Michoacán de Ocampo,98,Tuxpan,52119,8722733,0.00597507684804751
738,24,San Luis Potosí,17,Guadalcázar,52070,5184349,0.010043691117245386
739,31,Yucatán,40,Izamal,52026,3916927,0.013282351190103875
