,entidad,nom_ent,mun,nom_mun,p_total,pob_edo,prop_pob_mun
0,9,Distrito Federal,7,Iztapalapa,3641776,17442464,0.2087879327140936
1,15,México,33,Ecatepec de Morelos,3376516,28021837,0.12049588326418428
2,14,Jalisco,39,Guadalajara,3201894,13532532,0.23660716265071458
3,21,Puebla,114,Puebla,2972009,10774602,0.27583468976394676
4,2,Baja California,4,Tijuana,2822401,5700434,0.49512037153662336
5,8,Chihuahua,37,Juárez,2627738,6519870,0.40303533659413454
6,11,Guanajuato,20,León,2557677,9805461,0.26084209605239367
7,9,Distrito Federal,5,Gustavo A. Madero,2386322,17442464,0.13681106063913906
8,14,Jalisco,120,Zapopan,2311993,13532532,0.1708470373467434
9,15,México,58,Nezahualcóyotl,2284880,28021837,0.08153926525231019
10,19,Nuevo León,39,Monterrey,2267640,8412172,0.26956652812139364
11,2,Baja California,2,Mexicali,1716250,5700434,0.30107356738100993
12,15,México,57,Naucalpan de Juárez,1642909,28021837,0.05862959662494647
13,25,Sinaloa,6,Culiacán,1590065,5233792,0.30380744974198437
14,31,Yucatán,50,Mérida,1562695,3643791,0.4288651571948007
15,8,Chihuahua,19,Chihuahua,1518284,6519870,0.23287028729100426
16,15,México,106,Toluca,1495048,28021837,0.05335296183472911
17,22,Querétaro Arteaga,14,Querétaro,1468747,3201198,0.4588116698810883
18,24,San Luis Potosí,28,San Luis Potosí,1463575,4836504,0.3026101084585064
19,1,Aguascalientes,1,Aguascalientes,1448662,2137856,0.6776237501496827
20,12,Guerrero,1,Acapulco de Juárez,1435869,6243181,0.2299899682549649
21,9,Distrito Federal,10,Álvaro Obregón,1413162,17442464,0.08101848454438547
22,26,Sonora,30,Hermosillo,1406380,4811876,0.2922727019565758
23,19,Nuevo León,26,Guadalupe,1383896,8412172,0.16451113933476397
24,16,Michoacán de Ocampo,53,Morelia,1368518,7953344,0.17206825204593187
25,15,México,104,Tlalnepantla de Baz,1367616,28021837,0.04880536561539488
26,5,Coahuila de Zaragoza,30,Saltillo,1298531,5001962,0.25960433126041343
27,9,Distrito Federal,3,Coyoacán,1256126,17442464,0.07201539874182913
28,9,Distrito Federal,12,Tlalpan,1215347,17442464,0.0696774836399261
29,5,Coahuila de Zaragoza,35,Torreón,1155159,5001962,0.2309411786814854
30,23,Quintana Roo,5,Benito Juárez,1147414,2277710,0.5037577215712272
31,14,Jalisco,98,Tlaquepaque,1126092,13532532,0.08321369570749952
32,27,Tabasco,4,Centro,1117093,3982364,0.2805100186723263
33,10,Durango,5,Durango,1055216,3036271,0.3475368305398299
34,28,Tamaulipas,32,Reynosa,1055212,6069690,0.17384940581808955
35,15,México,31,Chimalhuacán,1050814,28021837,0.03749982558245557
36,9,Distrito Federal,15,Cuauhtémoc,1042696,17442464,0.059779168814681226
37,30,Veracruz de Ignacio de la Llave,193,Veracruz,1024804,14264380,0.07184357118921397
38,7,Chiapas,101,Tuxtla Gutiérrez,1007058,8641538,0.11653689424266837
39,15,México,121,Cuautitlán Izcalli,996042,28021837,0.03554520711829135
40,19,Nuevo León,46,San Nicolás de los Garza,953522,8412172,0.11335027386506125
41,15,México,109,Tultitlán,945734,28021837,0.03374989298524576
42,15,México,13,Atizapán de Zaragoza,945083,28021837,0.033726661103624295
43,11,Guanajuato,17,Irapuato,927385,9805461,0.0945784191074749
44,28,Tamaulipas,22,Matamoros,926953,6069690,0.15271834311142743
45,9,Distrito Federal,17,Venustiano Carranza,894918,17442464,0.05130685664594176
46,15,México,39,Ixtapaluca,858152,28021837,0.030624401961941324
47,9,Distrito Federal,2,Azcapotzalco,850596,17442464,0.04876581657270441
48,19,Nuevo León,6,Apodaca,837755,8412172,0.09958842971827014
49,11,Guanajuato,7,Celaya,832408,9805461,0.08489228604346089
50,2,Baja California,1,Ensenada,831709,5700434,0.14590275056250104
51,30,Veracruz de Ignacio de la Llave,87,Xalapa,826359,14264380,0.05793164511882044
52,14,Jalisco,101,Tonalá,817534,13532532,0.0604124933900027
53,25,Sinaloa,12,Mazatlán,810389,5233792,0.15483783077355767
54,9,Distrito Federal,13,Xochimilco,809053,17442464,0.04638410031977133
55,9,Distrito Federal,6,Iztacalco,790050,17442464,0.04529463268492342
56,25,Sinaloa,1,Ahome,779295,5233792,0.14889682280075325
57,26,Sonora,18,Cajeme,754715,4811876,0.15684423289378197
58,28,Tamaulipas,27,Nuevo Laredo,711801,6069690,0.11727139277294228
59,9,Distrito Federal,14,Benito Juárez,710034,17442464,0.040707207422070645
60,9,Distrito Federal,16,Miguel Hidalgo,707068,17442464,0.04053716263940691
61,17,Morelos,7,Cuernavaca,698255,3230988,0.21611191375517333
62,9,Distrito Federal,11,Tláhuac,688245,17442464,0.039458014647471826
63,18,Nayarit,17,Tepic,673268,1907068,0.35303827655857056
64,15,México,122,Valle de Chalco Solidaridad,664572,28021837,0.023716218176559944
65,15,México,60,Nicolás Romero,613048,28021837,0.021877509315324332
66,10,Durango,7,Gómez Palacio,609881,3036271,0.2008651401670009
67,28,Tamaulipas,38,Tampico,607854,6069690,0.10014580645799044
68,19,Nuevo León,21,Gral. Escobedo,598792,8412172,0.07118161635306554
69,28,Tamaulipas,41,Victoria,586768,6069690,0.0966718234374408
70,15,México,20,Coacalco de Berriozábal,571902,28021837,0.020409154474776224
71,7,Chiapas,89,Tapachula,565863,8641538,0.06548174642060245
72,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,562039,14264380,0.039401572308084894
73,16,Michoacán de Ocampo,102,Uruapan,558904,7953344,0.07027283115127424
74,13,Hidalgo,48,Pachuca de Soto,551161,4694746,0.11739953556592839
75,25,Sinaloa,11,Guasave,541572,5233792,0.10347602655971043
76,15,México,81,Tecámac,541216,28021837,0.019314079944152126
77,20,Oaxaca,67,Oaxaca de Juárez,530034,7026438,0.07543423851459302
78,21,Puebla,156,Tehuacán,522057,10774602,0.048452555370490716
79,19,Nuevo León,48,Santa Catarina,519894,8412172,0.06180258796420235
80,15,México,25,Chalco,514853,28021837,0.018373277954618034
81,4,Campeche,2,Campeche,479171,1518965,0.31545888154104934
82,11,Guanajuato,27,Salamanca,467995,9805461,0.047727995654666316
83,15,México,70,La Paz,465092,28021837,0.01659748431196713
84,9,Distrito Federal,8,La Magdalena Contreras,457859,17442464,0.026249674357934752
85,24,San Luis Potosí,35,Soledad de Graciano Sánchez,454084,4836504,0.09388682403653548
86,15,México,37,Huixquilucan,448104,28021837,0.0159912428296546
87,3,Baja California Sur,3,La Paz,442149,1032992,0.4280275161859918
88,14,Jalisco,97,Tlajomulco de Zúñiga,441875,13532532,0.03265279550050205
89,23,Quintana Roo,4,Othón P. Blanco,441110,2277710,0.19366381145975564
90,14,Jalisco,67,Puerto Vallarta,440926,13532532,0.032582668195427135
91,27,Tabasco,2,Cárdenas,439181,3982364,0.11028148104994923
92,12,Guerrero,29,Chilpancingo de los Bravo,428665,6243181,0.06866131223810426
93,15,México,99,Texcoco,418689,28021837,0.01494152578219622
94,22,Querétaro Arteaga,16,San Juan del Río,417830,3201198,0.13052301044796355
95,15,México,54,Metepec,412010,28021837,0.014703175955238052
96,4,Campeche,3,Carmen,403184,1518965,0.26543337074916146
97,5,Coahuila de Zaragoza,18,Monclova,401242,5001962,0.0802169228794621
98,32,Zacatecas,10,Fresnillo,394667,2745469,0.14375212395404938
99,26,Sonora,43,Nogales,389019,4811876,0.08084559951253939
100,28,Tamaulipas,9,Ciudad Madero,386090,6069690,0.06360950888760382
101,30,Veracruz de Ignacio de la Llave,44,Córdoba,373287,14264380,0.02616917104003118
102,30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,362970,14264380,0.02544590090841663
103,17,Morelos,11,Jiutepec,362634,3230988,0.11223625714487333
104,27,Tabasco,5,Comalcalco,347560,3982364,0.08727479456925585
105,9,Distrito Federal,4,Cuajimalpa de Morelos,347273,17442464,0.019909629740385303
106,7,Chiapas,59,Ocosingo,343820,8641538,0.039786899045054246
107,16,Michoacán de Ocampo,108,Zamora,341661,7953344,0.042958156971457544
108,15,México,29,Chicoloapan,340084,28021837,0.012136392057380107
109,7,Chiapas,78,San Cristóbal de las Casas,333360,8641538,0.03857646636513084
110,3,Baja California Sur,8,Los Cabos,329325,1032992,0.3188069220284378
111,27,Tabasco,8,Huimanguillo,327351,3982364,0.0822001705519636
112,28,Tamaulipas,3,Altamira,326925,6069690,0.053861894100028174
113,16,Michoacán de Ocampo,52,Lázaro Cárdenas,326364,7953344,0.041034815041320984
114,17,Morelos,6,Cuautla,320624,3230988,0.09923404234246615
115,26,Sonora,55,San Luis Río Colorado,315395,4811876,0.06554512211037858
116,24,San Luis Potosí,13,Ciudad Valles,315017,4836504,0.06513320365288647
117,11,Guanajuato,15,Guanajuato,307053,9805461,0.03131448893631824
118,30,Veracruz de Ignacio de la Llave,124,Papantla,306391,14264380,0.02147944740675725
119,30,Veracruz de Ignacio de la Llave,108,Minatitlán,304309,14264380,0.02133348943311942
120,30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,297238,14264380,0.02083777913936673
121,11,Guanajuato,37,Silao,295157,9805461,0.030101287435644282
122,26,Sonora,42,Navojoa,290037,4811876,0.06027524400046884
123,20,Oaxaca,184,San Juan Bautista Tuxtepec,289446,7026438,0.04119384530255586
124,19,Nuevo León,31,Juárez,288986,8412172,0.03435331564784933
125,5,Coahuila de Zaragoza,25,Piedras Negras,288902,5001962,0.05775773586444679
126,27,Tabasco,12,Macuspana,285950,3982364,0.07180408420726986
127,30,Veracruz de Ignacio de la Llave,28,Boca del Río,283822,14264380,0.019897254559959845
128,14,Jalisco,53,Lagos de Moreno,281294,13532532,0.0207865017426155
129,11,Guanajuato,3,San Miguel de Allende,279581,9805461,0.02851278486549485
130,11,Guanajuato,23,Pénjamo,277392,9805461,0.02828954191954871
131,6,Colima,7,Manzanillo,276738,1140082,0.2427351716806335
132,23,Quintana Roo,8,Solidaridad,273682,2277710,0.12015664856368896
133,16,Michoacán de Ocampo,112,Zitácuaro,273119,7953344,0.034340146735762966
134,15,México,118,Zinacantepec,272358,28021837,0.009719491266757422
135,25,Sinaloa,18,Navolato,272160,5233792,0.05200053804201619
136,8,Chihuahua,17,Cuauhtémoc,270274,6519870,0.04145389401935928
137,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nal.,270225,9805461,0.02755862268994798
138,30,Veracruz de Ignacio de la Llave,189,Túxpam,269938,14264380,0.018923920983596902
139,26,Sonora,29,Guaymas,269445,4811876,0.05599583197904518
140,6,Colima,2,Colima,264977,1140082,0.23241924703661668
141,32,Zacatecas,56,Zacatecas,264258,2745469,0.09625240714792263
142,21,Puebla,132,San Martín Texmelucan,260670,10774602,0.02419300499452323
143,13,Hidalgo,77,Tulancingo de Bravo,259898,4694746,0.055359331473949815
144,32,Zacatecas,17,Guadalupe,259013,2745469,0.09434198674252013
145,10,Durango,12,Lerdo,258939,3036271,0.08528191324160458
146,12,Guerrero,35,Iguala de la Independencia,257320,6243181,0.04121616848846766
147,11,Guanajuato,42,Valle de Santiago,256200,9805461,0.026128297282504105
148,15,México,120,Zumpango,256099,28021837,0.009139265209486444
149,8,Chihuahua,21,Delicias,255550,6519870,0.03919556678277328
150,14,Jalisco,93,Tepatitlán de Morelos,253928,13532532,0.018764263775618635
151,15,México,42,Ixtlahuaca,253010,28021837,0.00902902975276032
152,5,Coahuila de Zaragoza,2,Acuña,252782,5001962,0.05053656945014776
153,15,México,5,Almoloya de Juárez,252366,28021837,0.00900604767631758
154,21,Puebla,19,Atlixco,244574,10774602,0.022699121508154084
155,19,Nuevo León,19,San Pedro Garza García,244050,8412172,0.02901153233671399
156,7,Chiapas,19,Comitán de Domínguez,242938,8641538,0.028112819731857915
157,30,Veracruz de Ignacio de la Llave,118,Orizaba,234586,14264380,0.016445579828916503
158,9,Distrito Federal,9,Milpa Alta,231939,17442464,0.013297375875335044
159,13,Hidalgo,28,Huejutla de Reyes,231629,4694746,0.04933791945293739
160,16,Michoacán de Ocampo,6,Apatzingán,230817,7953344,0.029021377674598257
161,21,Puebla,140,San Pedro Cholula,226893,10774602,0.021058132820126443
162,28,Tamaulipas,21,El Mante,224702,6069690,0.03702034206030291
163,27,Tabasco,6,Cunduacán,224072,3982364,0.05626607713408418
164,14,Jalisco,70,El Salto,222958,13532532,0.0164757046205396
165,16,Michoacán de Ocampo,34,Hidalgo,221137,7953344,0.0278042795583845
166,15,México,24,Cuautitlán,220702,28021837,0.007876071793580129
167,15,México,108,Tultepec,220316,28021837,0.007862296822296127
168,28,Tamaulipas,33,Río Bravo,215069,6069690,0.035433275834515436
169,15,México,51,Lerma,211200,28021837,0.007536979106687402
170,12,Guerrero,28,Chilapa de Álvarez,210456,6243181,0.0337097386732821
171,30,Veracruz de Ignacio de la Llave,48,Cosoleacaque,210211,14264380,0.014736777904122016
172,12,Guerrero,38,José Azueta,209729,6243181,0.033593291624894425
173,22,Querétaro Arteaga,6,Corregidora,208762,3201198,0.06521371061708772
174,8,Chihuahua,32,Hidalgo del Parral,207379,6519870,0.031807229285246486
175,11,Guanajuato,31,San Francisco del Rincón,206735,9805461,0.021083659401633436
176,11,Guanajuato,2,Acámbaro,203887,9805461,0.02079320900873503
177,11,Guanajuato,33,San Luis de la Paz,203616,9805461,0.020765571348455723
178,30,Veracruz de Ignacio de la Llave,160,Temapache,202230,14264380,0.014177272338510332
179,6,Colima,10,Villa de Álvarez,200453,1140082,0.17582331797186518
180,15,México,74,San Felipe del Progreso,200402,28021837,0.007151636775276368
181,5,Coahuila de Zaragoza,17,Matamoros,199828,5001962,0.03994992364995976
182,7,Chiapas,65,Palenque,197870,8641538,0.02289754439545368
183,12,Guerrero,55,Taxco de Alarcón,197795,6243181,0.03168176607405744
184,6,Colima,9,Tecomán,197657,1140082,0.17337086279758823
185,7,Chiapas,52,Las Margaritas,197395,8641538,0.022842577328248743
186,17,Morelos,18,Temixco,197161,3230988,0.061021891755710635
187,30,Veracruz de Ignacio de la Llave,155,Tantoyuca,196872,14264380,0.01380165138618012
188,30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,196053,14264380,0.013744235641507027
189,14,Jalisco,23,Zapotlán el Grande,192961,13532532,0.014259046274562662
190,11,Guanajuato,30,San Felipe,192855,9805461,0.019668121672198786
191,7,Chiapas,31,Chilón,192134,8641538,0.022233773663901033
192,7,Chiapas,108,Villaflores,190389,8641538,0.022031842017011322
193,5,Coahuila de Zaragoza,33,San Pedro,187991,5001962,0.03758345225333579
194,24,San Luis Potosí,37,Tamazunchale,187901,4836504,0.03885058298308034
195,13,Hidalgo,76,Tula de Allende,186665,4694746,0.03976040450324682
196,25,Sinaloa,10,El Fuerte,185848,5233792,0.03550924454009636
197,27,Tabasco,3,Centla,185818,3982364,0.04666022493172397
198,11,Guanajuato,28,Salvatierra,184858,9805461,0.018852555733993536
199,30,Veracruz de Ignacio de la Llave,123,Pánuco,183734,14264380,0.012880615911802687
200,2,Baja California,3,Tecate,183173,5700434,0.03213316740444675
201,16,Michoacán de Ocampo,69,La Piedad,182875,7953344,0.022993472934151975
202,21,Puebla,71,Huauchinango,181708,10774602,0.016864474437199628
203,14,Jalisco,63,Ocotlán,178817,13532532,0.013213861234542065
204,21,Puebla,174,Teziutlán,177962,10774602,0.01651680498268057
205,30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,172862,14264380,0.012118437674823582
206,24,San Luis Potosí,24,Rioverde,172721,4836504,0.035711952269655935
207,27,Tabasco,13,Nacajuca,172210,3982364,0.04324315908842085
208,20,Oaxaca,43,Juchitán de Zaragoza,171901,7026438,0.024464885337350164
209,25,Sinaloa,17,Sinaloa,171409,5233792,0.03275044174472352
210,17,Morelos,29,Yautepec,169135,3230988,0.05234776483230517
211,18,Nayarit,15,Santiago Ixcuintla,168795,1907068,0.08851021568187395
212,18,Nayarit,20,Bahía de Banderas,167901,1907068,0.08804143323678024
213,29,Tlaxcala,33,Tlaxcala,167507,2139699,0.0782853102235408
214,11,Guanajuato,11,Cortazar,166624,9805461,0.016992979728337097
215,24,San Luis Potosí,20,Matehuala,165848,4836504,0.03429088449011931
216,1,Aguascalientes,5,Jesús María,165759,2137856,0.07753515671775835
217,30,Veracruz de Ignacio de la Llave,175,Tihuatlán,162805,14264380,0.01141339476374017
218,14,Jalisco,8,Arandas,161120,13532532,0.011906123702497063
219,15,México,88,Tenancingo,160385,28021837,0.005723571941411264
220,21,Puebla,119,San Andrés Cholula,160242,10774602,0.014872196671394451
221,22,Querétaro Arteaga,11,El Marqués,160135,3201198,0.05002345996717479
222,15,México,124,San José del Rincón,159903,28021837,0.005706371070533313
223,30,Veracruz de Ignacio de la Llave,38,Coatepec,159802,14264380,0.01120287036660549
224,16,Michoacán de Ocampo,66,Pátzcuaro,159765,7953344,0.020087776914968093
225,30,Veracruz de Ignacio de la Llave,3,Acayucan,159709,14264380,0.011196350630030888
226,7,Chiapas,97,Tonalá,159430,8641538,0.018449262156805882
227,27,Tabasco,14,Paraíso,157038,3982364,0.0394333616916987
228,21,Puebla,15,Amozoc,156948,10774602,0.014566477722332574
229,15,México,14,Atlacomulco,155718,28021837,0.005557023260109607
230,15,México,114,Villa Victoria,155679,28021837,0.005555631488399565
231,15,México,87,Temoaya,155432,28021837,0.005546816934235968
232,11,Guanajuato,1,Abasolo,154725,9805461,0.015779472275704323
233,29,Tlaxcala,13,Huamantla,154476,2139699,0.07219520128765775
234,15,México,2,Acolman,154070,28021837,0.005498211983746819
235,25,Sinaloa,15,Salvador Alvarado,153259,5233792,0.029282592812247793
236,4,Campeche,4,Champotón,152782,1518965,0.10058296274107699
237,20,Oaxaca,79,Salina Cruz,152470,7026438,0.021699472762728426
238,7,Chiapas,17,Cintalapa,151816,8641538,0.017568168999546146
239,26,Sonora,33,Huatabampo,149444,4811876,0.031057325666746193
240,19,Nuevo León,9,Cadereyta Jiménez,149026,8412172,0.017715519844339844
241,11,Guanajuato,5,Apaseo el Grande,148135,9805461,0.015107397806181679
242,7,Chiapas,27,Chiapa de Corzo,147881,8641538,0.017112810242806316
243,13,Hidalgo,30,Ixmiquilpan,147806,4694746,0.03148327939360298
244,7,Chiapas,61,Ocozocoautla de Espinosa,147565,8641538,0.017076242678097348
245,15,México,91,Teoloyucán,147401,28021837,0.005260219021329686
246,2,Baja California,5,Playas de Rosarito,146901,5700434,0.02577014311541893
247,23,Quintana Roo,1,Cozumel,146768,2277710,0.06443664909053391
248,29,Tlaxcala,5,Apizaco,146239,2139699,0.06834559440369883
249,27,Tabasco,10,Jalpa de Méndez,145954,3982364,0.03665009024790301
250,15,México,45,Jilotepec,143276,28021837,0.005113012398152198
251,19,Nuevo León,33,Linares,143086,8412172,0.017009400188203475
252,21,Puebla,197,Xicotepec,143063,10774602,0.013277799031463065
253,30,Veracruz de Ignacio de la Llave,61,Las Choapas,142419,14264380,0.009984240464709998
254,26,Sonora,2,Agua Prieta,141950,4811876,0.029499928925849295
255,16,Michoacán de Ocampo,107,Zacapu,141315,7953344,0.017767997964126786
256,26,Sonora,17,Caborca,141083,4811876,0.029319749719236322
257,11,Guanajuato,35,Santa Cruz de Juventino Rosas,141052,9805461,0.014385045231427671
258,7,Chiapas,107,Villa Corzo,140799,8641538,0.016293280200816104
259,11,Guanajuato,9,Comonfort,140694,9805461,0.01434853496434283
260,16,Michoacán de Ocampo,50,Maravatío,140433,7953344,0.01765710121428169
261,5,Coahuila de Zaragoza,10,Frontera,140428,5001962,0.028074583533421484
262,17,Morelos,4,Ayala,140225,3230988,0.04340003738794449
263,31,Yucatán,96,Tizimín,140052,3643791,0.03843579393000312
264,21,Puebla,208,Zacatlán,139690,10774602,0.012964748025031458
265,13,Hidalgo,63,Tepeji del Río de Ocampo,139546,4694746,0.029723865785284232
266,21,Puebla,85,Izúcar de Matamoros,138928,10774602,0.012894026155212044
267,31,Yucatán,102,Valladolid,138403,3643791,0.03798324327602763
268,12,Guerrero,21,Coyuca de Benítez,138320,6243181,0.02215537239750057
269,17,Morelos,8,Emiliano Zapata,138197,3230988,0.04277236560457668
270,13,Hidalgo,51,Mineral de la Reforma,137437,4694746,0.02927464020417718
271,15,México,90,Tenango del Valle,137338,28021837,0.004901106233684822
272,15,México,95,Tepotzotlán,135474,28021837,0.00483458668323565
273,15,México,67,Otzolotepec,135229,28021837,0.004825843501980259
274,21,Puebla,164,Tepeaca,134432,10774602,0.012476748561106943
275,7,Chiapas,23,Chamula,134170,8641538,0.01552617138291818
276,15,México,76,San Mateo Atenco,133480,28021837,0.0047634278937530045
277,32,Zacatecas,38,Pinos,132770,2745469,0.04835967916592757
278,20,Oaxaca,385,Santa Cruz Xoxocotlán,131782,7026438,0.018755164423282466
279,12,Guerrero,66,Tlapa de Comonfort,131591,6243181,0.02107755645719706
280,23,Quintana Roo,2,Felipe Carrillo Puerto,131105,2277710,0.057560005444064435
281,3,Baja California Sur,1,Comondú,130001,1032992,0.12584899011802608
282,16,Michoacán de Ocampo,71,Puruándiro,129208,7953344,0.01624574518592431
283,21,Puebla,154,Tecamachalco,128867,10774602,0.011960256165378545
284,15,México,101,Tianguistenco,128748,28021837,0.00459455959293461
285,29,Tlaxcala,25,San Pablo del Monte,128298,2139699,0.05996077018309585
286,11,Guanajuato,46,Yuriria,127011,9805461,0.01295308808020347
287,29,Tlaxcala,10,Chiautempan,126669,2139699,0.059199448146678574
288,7,Chiapas,96,Tila,126407,8641538,0.014627835924577315
289,18,Nayarit,4,Compostela,126230,1907068,0.06619061302481086
290,5,Coahuila de Zaragoza,20,Múzquiz,125999,5001962,0.02518991547716676
291,15,México,82,Tejupilco,125197,28021837,0.004467836994412607
292,28,Tamaulipas,40,Valle Hermoso,124992,6069690,0.02059281446004656
293,16,Michoacán de Ocampo,76,Sahuayo,123986,7953344,0.015589166016206517
294,30,Veracruz de Ignacio de la Llave,128,Perote,122697,14264380,0.008601635682728587
295,7,Chiapas,99,La Trinitaria,121928,8641538,0.014109525410870148
296,30,Veracruz de Ignacio de la Llave,85,Ixtaczoquitlán,121260,14264380,0.008500895236946856
297,30,Veracruz de Ignacio de la Llave,109,Misantla,120307,14264380,0.00843408546323079
298,16,Michoacán de Ocampo,43,Jacona,120188,7953344,0.015111631032179672
299,14,Jalisco,18,La Barca,120156,13532532,0.008879047912098046
300,16,Michoacán de Ocampo,82,Tacámbaro,120042,7953344,0.015093273973815291
301,15,México,47,Jiquipilco,119962,28021837,0.004281018407180086
302,21,Puebla,74,Huejotzingo,119702,10774602,0.011109644699637166
303,15,México,35,Huehuetoca,119463,28021837,0.004263210866582373
304,11,Guanajuato,32,San José Iturbide,118796,9805461,0.01211528963299125
305,12,Guerrero,11,Atoyac de Álvarez,117195,6243181,0.018771680654461245
306,7,Chiapas,57,Motozintla,116790,8641538,0.013514955323924977
307,32,Zacatecas,42,Sombrerete,116748,2745469,0.04252388207625
308,28,Tamaulipas,35,San Fernando,116685,6069690,0.019224210791654928
309,12,Guerrero,57,Técpan de Galeana,116683,6243181,0.018689671178842966
310,15,México,85,Temascalcingo,116338,28021837,0.004151690697508518
311,11,Guanajuato,4,Apaseo el Alto,116044,9805461,0.011834629702774812
312,7,Chiapas,34,Frontera Comalapa,115681,8641538,0.013386621687019139
313,20,Oaxaca,39,Heroica Ciudad de Huajuapan de León,115627,7026438,0.01645599093025513
314,32,Zacatecas,39,Río Grande,115506,2745469,0.04207150035203457
315,14,Jalisco,73,San Juan de los Lagos,114816,13532532,0.008484443266049546
316,22,Querétaro Arteaga,4,Cadereyta de Montes,114730,3201198,0.03583970750950113
317,7,Chiapas,106,Venustiano Carranza,114554,8641538,0.013256205087566588
318,20,Oaxaca,515,Santo Domingo Tehuantepec,114459,7026438,0.016289761611786798
319,30,Veracruz de Ignacio de la Llave,10,Altotonga,114022,14264380,0.007993477459237626
320,5,Coahuila de Zaragoza,27,Ramos Arizpe,113847,5001962,0.022760468792046
321,15,México,1,Acambay,113730,28021837,0.0040586204252062415
322,22,Querétaro Arteaga,12,Pedro Escobedo,113343,3201198,0.03540643221693878
323,13,Hidalgo,69,Tizayuca,113248,4694746,0.02412228478388394
324,22,Querétaro Arteaga,1,Amealco de Bonfil,112978,3201198,0.035292412403106585
325,17,Morelos,17,Puente de Ixtla,112948,3230988,0.03495772810050672
326,14,Jalisco,83,Tala,112823,13532532,0.00833716853579212
327,12,Guerrero,12,Ayutla de los Libres,112085,6243181,0.017953187645849127
328,11,Guanajuato,25,Purísima del Rincón,111967,9805461,0.01141884099074995
329,26,Sonora,26,Etchojoa,111925,4811876,0.023260158823710336
330,14,Jalisco,124,Zapotlanejo,111859,13532532,0.008265932790700217
331,27,Tabasco,17,Tenosique,111357,3982364,0.02796253682486081
332,30,Veracruz de Ignacio de la Llave,58,Chicontepec,111029,14264380,0.00778365410904645
333,21,Puebla,41,Cuautlancingo,110928,10774602,0.010295322277333306
334,12,Guerrero,46,Ometepec,110919,6243181,0.017766423879109063
335,15,México,48,Jocotitlán,110836,28021837,0.003955343827030326
336,30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla,110336,14264380,0.007735071555861524
337,22,Querétaro Arteaga,17,Tequisquiapan,110100,3201198,0.03439337398061601
338,17,Morelos,28,Xochitepec,109701,3230988,0.03395277234084435
339,21,Puebla,10,Ajalpan,109506,10774602,0.01016334524467818
340,30,Veracruz de Ignacio de la Llave,45,Cosamaloapan de Carpio,109270,14264380,0.007660339951683845
341,8,Chihuahua,50,Nuevo Casas Grandes,108926,6519870,0.016706774828332466
342,30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,108715,14264380,0.007621431846319293
343,19,Nuevo León,38,Montemorelos,108616,8412172,0.012911766426078782
344,15,México,62,Ocoyoacac,108463,28021837,0.003870659871442404
345,14,Jalisco,6,Ameca,108436,13532532,0.008012986778823061
346,7,Chiapas,77,Salto de Agua,107872,8641538,0.012482963102170007
347,3,Baja California Sur,2,Mulegé,107388,1032992,0.10395821071218364
348,27,Tabasco,1,Balancán,107020,3982364,0.02687348519623018
349,14,Jalisco,15,Autlán de Navarro,107012,13532532,0.007907758873210128
350,8,Chihuahua,29,Guadalupe y Calvo,106842,6519870,0.016387136553336186
351,30,Veracruz de Ignacio de la Llave,68,Fortín,106674,14264380,0.007478348165149835
352,31,Yucatán,101,Umán,106663,3643791,0.0292725351152138
353,5,Coahuila de Zaragoza,28,Sabinas,106307,5001962,0.021253060299138617
354,21,Puebla,1,Acajete,106274,10774602,0.009863380568488747
355,11,Guanajuato,41,Uriangato,106197,9805461,0.01083039338996912
356,15,México,110,Valle de Bravo,105841,28021837,0.003777089988782677
357,32,Zacatecas,20,Jerez,105363,2745469,0.038377049604275265
358,30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo,105351,14264380,0.0073855996545240665
359,14,Jalisco,13,Atotonilco el Alto,104625,13532532,0.007731369118506426
360,15,México,113,Villa Guerrero,104180,28021837,0.0037178147885165414
361,16,Michoacán de Ocampo,75,Los Reyes,103658,7953344,0.013033259972157624
362,31,Yucatán,41,Kanasín,103634,3643791,0.028441258019463796
363,12,Guerrero,58,Teloloapan,103500,6243181,0.01657808735642936
364,22,Querétaro Arteaga,5,Colón,103488,3201198,0.032327897243469475
365,19,Nuevo León,18,García,103468,8412172,0.01229979605742726
366,17,Morelos,12,Jojutla,103367,3230988,0.031992381277801095
367,5,Coahuila de Zaragoza,9,Francisco I. Madero,103364,5001962,0.020664691175182857
368,21,Puebla,53,Chignahuapan,103305,10774602,0.00958782514658082
369,16,Michoacán de Ocampo,88,Tarímbaro,103028,7953344,0.012954048007982555
370,11,Guanajuato,26,Romita,101932,9805461,0.010395431688525405
371,26,Sonora,25,Empalme,101639,4811876,0.0211225310045396
372,21,Puebla,207,Zacapoaxtla,100918,10774602,0.009366285640991658
