,entidad,nom_ent,mun,nom_mun,p_total,pob_edo,prop_pob_mun
1990,20,Oaxaca,197,San Juan Guelavía,5889,7026438,0.0008381202538185066
1991,31,Yucatán,24,Chumayel,5887,3643791,0.001615625045454034
1992,31,Yucatán,81,Tekom,5877,3643791,0.0016128806509484216
1993,31,Yucatán,103,Xocchel,5875,3643791,0.0016123317720472992
1994,31,Yucatán,51,Mocochá,5859,3643791,0.0016079407408383193
1995,31,Yucatán,18,Chapab,5858,3643791,0.001607666301387758
1996,20,Oaxaca,412,Santa María Guienagati,5852,7026438,0.0008328544278053831
1997,20,Oaxaca,19,Concepción Pápalo,5851,7026438,0.0008327121081834068
1998,20,Oaxaca,220,San Juan Tepeuxila,5845,7026438,0.0008318581904515488
1999,21,Puebla,5,Acteopan,5828,10774602,0.0005409016500099029
2000,30,Veracruz de Ignacio de la Llave,2,Acatlán,5797,14264380,0.00040639691315009835
2001,32,Zacatecas,41,El Salvador,5795,2745469,0.002110750476512392
2002,20,Oaxaca,530,Santo Tomás Jalieza,5775,7026438,0.0008218958169132069
2003,20,Oaxaca,176,San Juan Bautista Coixtlahuaca,5757,7026438,0.0008193340637176333
2004,8,Chihuahua,49,Nonoava,5750,6519870,0.0008819194247738068
2005,20,Oaxaca,495,Santiago Xanica,5738,7026438,0.0008166299909000834
2006,7,Chiapas,119,Santiago el Pinar,5708,8641538,0.0006605305675910932
2007,20,Oaxaca,254,San Mateo Río Hondo,5682,7026438,0.0008086600920694098
2008,20,Oaxaca,263,San Miguel Coatlán,5677,7026438,0.0008079484939595283
2009,13,Hidalgo,33,Juárez Hidalgo,5659,4694746,0.0012053900253602644
2010,30,Veracruz de Ignacio de la Llave,107,Las Minas,5648,14264380,0.0003959513136918674
2011,20,Oaxaca,555,Trinidad Zaachila,5623,7026438,0.0008002632343728074
2012,20,Oaxaca,485,Santiago Tapextla,5620,7026438,0.0007998362755068784
2013,14,Jalisco,56,Santa María del Oro,5585,13532532,0.0004127091663260061
2014,5,Coahuila de Zaragoza,8,Escobedo,5577,5001962,0.0011149624887194264
2015,20,Oaxaca,211,San Juan Ozolotepec,5573,7026438,0.0007931472532739917
2016,31,Yucatán,31,Dzoncauich,5565,3643791,0.001527255542373314
2017,20,Oaxaca,490,Santiago Texcalcingo,5562,7026438,0.0007915817374322523
2018,20,Oaxaca,113,San Baltazar Loxicha,5516,7026438,0.0007850350348213419
2019,20,Oaxaca,336,San Pedro Yólox,5516,7026438,0.0007850350348213419
2020,20,Oaxaca,161,San Jerónimo Sosola,5513,7026438,0.000784608075955413
2021,19,Nuevo León,1,Abasolo,5510,8412172,0.000655003250052424
2022,32,Zacatecas,3,Atolinga,5486,2745469,0.0019982014001979262
2023,20,Oaxaca,279,San Miguel Suchixtepec,5463,7026438,0.0007774920948565974
2024,20,Oaxaca,472,Santiago Laollaga,5439,7026438,0.0007740764239291658
2025,16,Michoacán de Ocampo,7,Aporo,5439,7953344,0.000683863290711429
2026,20,Oaxaca,212,San Juan Petlapa,5434,7026438,0.0007733648258192843
2027,20,Oaxaca,112,San Baltazar Chichicápam,5432,7026438,0.0007730801865753317
2028,8,Chihuahua,58,San Francisco de Conchos,5420,6519870,0.0008313049186563536
2029,32,Zacatecas,30,Momax,5415,2745469,0.001972340609200104
2030,26,Sonora,45,Opodepe,5400,4811876,0.0011222234321915194
2031,31,Yucatán,46,Mama,5397,3643791,0.0014811497146790251
2032,20,Oaxaca,379,Santa Cruz Nundaco,5384,7026438,0.0007662488447204686
2033,20,Oaxaca,75,Reforma de Pineda,5384,7026438,0.0007662488447204686
2034,20,Oaxaca,253,San Mateo Piñas,5369,7026438,0.0007641140503908239
2035,19,Nuevo León,43,Rayones,5352,8412172,0.0006362209427006485
2036,20,Oaxaca,308,San Pedro Huilotepec,5346,7026438,0.0007608406990853687
2037,20,Oaxaca,387,Santa Gertrudis,5322,7026438,0.0007574250281579372
2038,31,Yucatán,105,Yaxkukul,5316,3643791,0.0014589201191835645
2039,20,Oaxaca,333,San Pedro Totolapa,5309,7026438,0.0007555748730722451
2040,20,Oaxaca,527,Santos Reyes Pápalo,5305,7026438,0.0007550055945843399
2041,30,Veracruz de Ignacio de la Llave,98,Magdalena,5298,14264380,0.00037141467066917734
2042,29,Tlaxcala,55,San Lucas Tecopilco,5275,2139699,0.0024653000258447566
2043,20,Oaxaca,260,San Miguel Aloápam,5274,7026438,0.0007505936863030742
2044,20,Oaxaca,433,Santa María Temaxcaltepec,5260,7026438,0.0007486012115954058
2045,20,Oaxaca,117,San Bartolomé Loxicha,5258,7026438,0.0007483165723514532
2046,31,Yucatán,54,Muxupip,5255,3643791,0.0014421793126993287
2047,21,Puebla,216,Zoquiapan,5252,10774602,0.000487442598807826
2048,32,Zacatecas,58,Santa María de la Paz,5237,2745469,0.0019075065134590847
2049,8,Chihuahua,22,Dr. Belisario Domínguez,5228,6519870,0.0008018564787334717
2050,31,Yucatán,16,Chacsinkín,5172,3643791,0.0014194008383027457
2051,20,Oaxaca,13,Ciénega de Zimatlán,5133,7026438,0.0007305266196044141
2052,31,Yucatán,43,Kaua,5121,3643791,0.0014054044263241223
2053,29,Tlaxcala,47,Lázaro Cárdenas,5119,2139699,0.002392392574843471
2054,20,Oaxaca,88,San Andrés Cabecera Nueva,5115,7026438,0.0007279648664088404
2055,20,Oaxaca,219,San Juan Teitipac,5109,7026438,0.0007271109486769826
2056,20,Oaxaca,240,San Martín Itunyoso,5108,7026438,0.0007269686290550063
2057,26,Sonora,60,Sáric,5077,4811876,0.0010550978454141379
2058,32,Zacatecas,28,Mezquital del Oro,5073,2745469,0.0018477717286190447
2059,20,Oaxaca,231,San Lucas Camotlán,5064,7026438,0.0007207065656880485
2060,32,Zacatecas,27,Melchor Ocampo,5058,2745469,0.0018423081812251386
2061,20,Oaxaca,297,San Pablo Tijaltepec,5058,7026438,0.0007198526479561906
2062,20,Oaxaca,394,Santa María Alotepec,5052,7026438,0.0007189987302243327
2063,20,Oaxaca,344,San Sebastián Coatlán,5045,7026438,0.0007180024928704986
2064,28,Tamaulipas,20,Mainero,5020,6069690,0.0008270603605785469
2065,20,Oaxaca,226,San Lorenzo Albarradas,5007,7026438,0.0007125943472353986
2066,20,Oaxaca,363,Santa Catarina Ixtepeji,4987,7026438,0.0007097479547958724
2067,30,Veracruz de Ignacio de la Llave,140,San Andrés Tenejapan,4984,14264380,0.00034940179664310684
2068,20,Oaxaca,118,San Bartolomé Quialana,4971,7026438,0.0007074708408442514
2069,20,Oaxaca,381,Santa Cruz Tacache de Mina,4966,7026438,0.0007067592427343698
2070,20,Oaxaca,352,San Simón Zahuatlán,4962,7026438,0.0007061899642464645
2071,31,Yucatán,77,Tekal de Venegas,4942,3643791,0.0013562797646736598
2072,26,Sonora,1,Aconchi,4911,4811876,0.0010205998658319542
2073,20,Oaxaca,104,San Antonino el Alto,4896,7026438,0.0006967968691960279
2074,20,Oaxaca,206,San Juan de los Cués,4895,7026438,0.0006966545495740516
2075,21,Puebla,96,Mazapiltepec de Juárez,4895,10774602,0.00045430912436487215
2076,20,Oaxaca,561,Yaxe,4884,7026438,0.0006950890337323122
2077,20,Oaxaca,60,Mixistlán de la Reforma,4878,7026438,0.0006942351160004543
2078,20,Oaxaca,214,San Juan Quiotepec,4858,7026438,0.000691388723560928
2079,13,Hidalgo,20,Eloxochitlán,4840,4694746,0.001030939693010016
2080,20,Oaxaca,123,San Bernardo Mixtepec,4788,7026438,0.0006814263500225862
2081,20,Oaxaca,271,San Miguel Mixtepec,4783,7026438,0.0006807147519127045
2082,20,Oaxaca,189,San Juan Comaltepec,4778,7026438,0.000680003153802823
2083,28,Tamaulipas,10,Cruillas,4751,6069690,0.0007827417874718478
2084,20,Oaxaca,27,Chiquihuitlán de Benito Juárez,4747,7026438,0.0006755912455215573
2085,20,Oaxaca,33,Guadalupe Etla,4698,7026438,0.000668617584044718
2086,20,Oaxaca,519,Santo Domingo Tomaltepec,4643,7026438,0.0006607900048360208
2087,20,Oaxaca,435,Santa María Tepantlali,4630,7026438,0.0006589398497503287
2088,31,Yucatán,10,Cantamayec,4601,3643791,0.0012626959120322762
2089,8,Chihuahua,57,San Francisco de Borja,4561,6519870,0.0006995538254597101
2090,20,Oaxaca,388,Santa Inés del Monte,4551,7026438,0.0006476965996142
2091,20,Oaxaca,455,Santiago Ayuquililla,4548,7026438,0.0006472696407482711
2092,21,Puebla,59,Chinantla,4547,10774602,0.0004220109475969507
2093,31,Yucatán,28,Dzilam de Bravo,4523,3643791,0.0012412896348884994
2094,20,Oaxaca,182,San Juan Bautista Tlacoatzintepec,4491,7026438,0.0006391574222956212
2095,8,Chihuahua,41,Maguarichi,4488,6519870,0.0006883572831973643
2096,21,Puebla,37,Coyotepec,4484,10774602,0.0004161638638717235
2097,20,Oaxaca,146,San Francisco Logueche,4480,7026438,0.0006375919064538818
2098,20,Oaxaca,280,Villa Talea de Castro,4474,7026438,0.0006367379887220239
2099,20,Oaxaca,259,San Miguel Ahuehuetitlán,4468,7026438,0.000635884070990166
2100,31,Yucatán,45,Kopomá,4434,3643791,0.0012168645237885488
2101,21,Puebla,28,Camocuautla,4421,10774602,0.0004103167801464964
2102,20,Oaxaca,193,San Juan del Estado,4407,7026438,0.0006272025740496109
2103,20,Oaxaca,486,Villa Tejúpam de la Unión,4402,7026438,0.0006264909759397294
2104,20,Oaxaca,481,Santiago Nuyoó,4346,7026438,0.0006185210771090558
2105,20,Oaxaca,323,San Pedro Ocotepec,4342,7026438,0.0006179517986211506
2106,21,Puebla,97,Mixtla,4328,10774602,0.0004016853708378277
2107,20,Oaxaca,158,San Jacinto Tlacotepec,4290,7026438,0.0006105511782783823
2108,20,Oaxaca,180,San Juan Bautista Lo de Soto,4288,7026438,0.0006102665390344297
2109,20,Oaxaca,69,La Pe,4270,7026438,0.000607704785838856
2110,30,Veracruz de Ignacio de la Llave,190,Tuxtilla,4258,14264380,0.00029850578854461254
2111,20,Oaxaca,89,San Andrés Dinicuiti,4233,7026438,0.0006024389598257325
2112,20,Oaxaca,237,San Marcos Arteaga,4230,7026438,0.0006020120009598035
2113,20,Oaxaca,61,Monjas,4208,7026438,0.0005988809692763247
2114,7,Chiapas,88,Sunuapa,4207,8641538,0.00048683463522349843
2115,8,Chihuahua,56,Rosario,4207,6519870,0.0006452582643518966
2116,20,Oaxaca,3,Asunción Cacalotepec,4194,7026438,0.0005968884945686563
2117,8,Chihuahua,14,Coronado,4184,6519870,0.0006417305866528014
2118,31,Yucatán,86,Tepakán,4182,3643791,0.0011477057822471158
2119,20,Oaxaca,403,Santa María Coyotepec,4176,7026438,0.0005943267413730827
2120,20,Oaxaca,425,Santa María Pápalo,4174,7026438,0.00059404210212913
2121,5,Coahuila de Zaragoza,29,Sacramento,4141,5001962,0.0008278751417943599
2122,31,Yucatán,106,Yobaín,4122,3643791,0.0011312394152134411
2123,20,Oaxaca,264,San Miguel Chicahua,4100,7026438,0.0005835104501028829
2124,14,Jalisco,28,Cuautla,4098,13532532,0.00030282581264171407
2125,20,Oaxaca,187,San Juan Coatzóspam,4047,7026438,0.0005759675101381383
2126,10,Durango,29,San Luis del Cordero,4040,3036271,0.0013305795167822636
2127,20,Oaxaca,94,San Andrés Nuxiño,4028,7026438,0.0005732634373205883
2128,20,Oaxaca,154,San Ildefonso Amatlán,4018,7026438,0.0005718402411008252
2129,20,Oaxaca,356,Santa Ana del Valle,3992,7026438,0.000568139930929441
2130,5,Coahuila de Zaragoza,12,Guerrero,3976,5001962,0.0007948880859150869
2131,19,Nuevo León,50,Vallecillo,3958,8412172,0.0004705086866982748
2132,20,Oaxaca,478,Santiago Nacaltepec,3957,7026438,0.0005631587441602701
2133,21,Puebla,9,Ahuehuetitla,3956,10774602,0.00036715973360315304
2134,20,Oaxaca,139,San Francisco Chapulapa,3950,7026438,0.000562162506806436
2135,31,Yucatán,88,Teya,3938,3643791,0.0010807425563101726
2136,30,Veracruz de Ignacio de la Llave,41,Coetzala,3933,14264380,0.000275721762880686
2137,20,Oaxaca,349,San Sebastián Teitipac,3931,7026438,0.0005594584339888859
2138,20,Oaxaca,38,Villa Hidalgo,3920,7026438,0.0005578929181471466
2139,31,Yucatán,5,Bokobá,3919,3643791,0.0010755282067495089
2140,20,Oaxaca,145,San Francisco Lachigoló,3847,7026438,0.0005475035857428757
2141,20,Oaxaca,499,Santiago Yolomécatl,3844,7026438,0.0005470766268769468
2142,20,Oaxaca,380,Santa Cruz Papalutla,3820,7026438,0.0005436609559495152
2143,19,Nuevo León,27,Los Herreras,3819,8412172,0.00045398501124323183
2144,20,Oaxaca,201,San Juan Juquila Vijanos,3816,7026438,0.00054309167746161
2145,14,Jalisco,34,Ejutla,3790,13532532,0.00028006584429284925
2146,20,Oaxaca,531,Santo Tomás Mazaltepec,3756,7026438,0.0005345525001430313
2147,20,Oaxaca,255,San Mateo Sindihui,3742,7026438,0.0005325600254353629
2148,31,Yucatán,65,San Felipe,3740,3643791,0.0010264035450990466
2149,20,Oaxaca,372,Santa Catarina Yosonotú,3728,7026438,0.0005305675507276945
2150,20,Oaxaca,167,San José del Peñasco,3726,7026438,0.0005302829114837419
2151,20,Oaxaca,533,Santo Tomás Tamazulapan,3722,7026438,0.0005297136329958365
2152,26,Sonora,21,La Colorada,3701,4811876,0.0007691386893594099
2153,8,Chihuahua,64,El Tule,3699,6519870,0.0005673426003892716
2154,20,Oaxaca,351,San Simón Almolongas,3694,7026438,0.0005257286835804999
2155,26,Sonora,59,Santa Cruz,3673,4811876,0.0007633197530443427
2156,20,Oaxaca,148,San Francisco Ozolotepec,3670,7026438,0.0005223130126530683
2157,20,Oaxaca,448,Santa María Zaniza,3646,7026438,0.0005188973417256368
2158,26,Sonora,65,Tubutama,3627,4811876,0.0007537600719553039
2159,20,Oaxaca,81,San Agustín Atenango,3589,7026438,0.000510785123272987
2160,20,Oaxaca,487,Santiago Tenango,3582,7026438,0.0005097888859191528
2161,20,Oaxaca,342,San Raymundo Jalpan,3576,7026438,0.0005089349681872949
2162,20,Oaxaca,315,San Pedro Mártir,3562,7026438,0.0005069424934796265
2163,31,Yucatán,72,Suma,3539,3643791,0.0009712412155362368
2164,20,Oaxaca,233,San Lucas Quiaviní,3538,7026438,0.000503526822552195
2165,21,Puebla,11,Albino Zertuche,3531,10774602,0.00032771512117106506
2166,20,Oaxaca,162,San Jerónimo Taviche,3522,7026438,0.000501249708600574
2167,20,Oaxaca,340,San Pedro y San Pablo Tequixtepec,3501,7026438,0.0004982609965390715
2168,26,Sonora,40,Nácori Chico,3498,4811876,0.0007269514010751732
2169,20,Oaxaca,160,San Jerónimo Silacayoapilla,3484,7026438,0.0004958415629654742
2170,20,Oaxaca,252,San Mateo Peñasco,3464,7026438,0.0004929951705259478
2171,5,Coahuila de Zaragoza,16,Lamadrid,3452,5001962,0.0006901291933045473
2172,26,Sonora,64,Trincheras,3451,4811876,0.0007171839008320248
2173,19,Nuevo León,15,Dr. Coss,3449,8412172,0.0004100011269384411
2174,20,Oaxaca,353,Santa Ana,3406,7026438,0.0004847406324513217
2175,19,Nuevo León,3,Los Aldamas,3402,8412172,0.00040441398487810285
2176,20,Oaxaca,97,San Andrés Solaga,3398,7026438,0.0004836020754755112
2177,20,Oaxaca,368,Santa Catarina Minas,3398,7026438,0.0004836020754755112
2178,5,Coahuila de Zaragoza,5,Candela,3395,5001962,0.0006787336649098893
2179,20,Oaxaca,405,Villa de Chilapa de Díaz,3381,7026438,0.00048118264190191387
2180,20,Oaxaca,358,Santa Ana Tlapacoyan,3379,7026438,0.00048089800265796126
2181,8,Chihuahua,42,Manuel Benavides,3371,6519870,0.0005170348488543483
2182,20,Oaxaca,431,Santa María Tecomavaca,3366,7026438,0.0004790478475722692
2183,20,Oaxaca,496,Santiago Xiacuí,3362,7026438,0.00047847856908436395
2184,20,Oaxaca,569,Santa Inés de Zaragoza,3334,7026438,0.0004744936196690272
2185,32,Zacatecas,15,El Plateado de Joaquín Amaro,3281,2745469,0.0011950599332937286
2186,20,Oaxaca,243,San Martín Tilcajete,3269,7026438,0.0004652428442405668
2187,20,Oaxaca,395,Santa María Apazco,3267,7026438,0.0004649582049966142
2188,20,Oaxaca,314,San Pedro Juchatengo,3260,7026438,0.00046396196764278
2189,31,Yucatán,83,Telchac Puerto,3260,3643791,0.0008946726088296502
2190,28,Tamaulipas,31,Palmillas,3238,6069690,0.0005334704078791503
2191,30,Veracruz de Ignacio de la Llave,18,Aquila,3232,14264380,0.0002265783721409553
2192,20,Oaxaca,541,Tanetze de Zaragoza,3168,7026438,0.00045086856242095924
2193,20,Oaxaca,510,Santo Domingo Ixcatlán,3164,7026438,0.00045029928393305397
2194,20,Oaxaca,369,Santa Catarina Quiané,3162,7026438,0.00045001464468910136
2195,26,Sonora,67,Villa Hidalgo,3146,4811876,0.0006537990588286149
2196,20,Oaxaca,438,Santa María Tlalixtac,3144,7026438,0.00044745289149352775
2197,5,Coahuila de Zaragoza,13,Hidalgo,3140,5001962,0.0006277536694601039
2198,31,Yucatán,71,Sudzal,3132,3643791,0.0008595443591578112
2199,26,Sonora,50,Rayón,3115,4811876,0.0006473566650512191
2200,19,Nuevo León,23,Gral. Treviño,3107,8412172,0.00036934575279725615
2201,30,Veracruz de Ignacio de la Llave,96,Landero y Coss,3103,14264380,0.00021753486656973523
2202,20,Oaxaca,428,Santa María Quiegolani,3074,7026438,0.0004374905179551858
2203,31,Yucatán,64,Sanahcat,3056,3643791,0.0008386869609151567
2204,10,Durango,30,San Pedro del Gallo,3054,3036271,0.0010058390703596616
2205,20,Oaxaca,163,San Jerónimo Tecóatl,3046,7026438,0.0004335055685398491
2206,31,Yucatán,14,Cuncunul,3038,3643791,0.0008337470508050544
2207,20,Oaxaca,301,San Pedro Apóstol,3035,7026438,0.0004319400526981096
2208,20,Oaxaca,343,San Sebastián Abasolo,3028,7026438,0.0004309438153442754
2209,8,Chihuahua,15,Coyame del Sotol,3014,6519870,0.0004622791558727398
2210,20,Oaxaca,558,Valerio Trujano,3011,7026438,0.0004285243817706781
2211,20,Oaxaca,477,Santiago Minas,3008,7026438,0.0004280974229047492
2212,26,Sonora,11,Bacoachi,3004,4811876,0.0006242887389450601
2213,20,Oaxaca,456,Santiago Cacaloxtepec,2994,7026438,0.0004261049481970808
2214,20,Oaxaca,222,San Juan Yaeé,2990,7026438,0.00042553566970917554
2215,20,Oaxaca,429,Santa María Sola,2982,7026438,0.00042439711273336504
2216,20,Oaxaca,504,Nuevo Zoquiápam,2972,7026438,0.00042297391651360193
2217,20,Oaxaca,523,Santo Domingo Yanhuitlán,2962,7026438,0.00042155072029383876
2218,26,Sonora,13,Banámichi,2946,4811876,0.0006122352280067068
2219,5,Coahuila de Zaragoza,15,Juárez,2942,5001962,0.0005881692024049763
2220,19,Nuevo León,28,Higueras,2937,8412172,0.0003491369410896496
2221,20,Oaxaca,548,Tepelmeme Villa de Morelos,2936,7026438,0.00041785041012245465
2222,20,Oaxaca,80,San Agustín Amatengo,2915,7026438,0.00041486169806095207
2223,20,Oaxaca,420,Santa María Lachixío,2908,7026438,0.0004138654607071179
2224,20,Oaxaca,465,Santiago Ixcuintepec,2897,7026438,0.00041229994486537846
2225,26,Sonora,57,San Pedro de la Cueva,2888,4811876,0.0006001817170683533
2226,20,Oaxaca,183,San Juan Bautista Tlachichilco,2886,7026438,0.000410734429023639
2227,26,Sonora,68,Villa Pesqueira,2853,4811876,0.0005929080466745195
2228,20,Oaxaca,236,San Marcial Ozolotepec,2842,7026438,0.0004044723656566812
2229,20,Oaxaca,346,San Sebastián Nicananduta,2824,7026438,0.0004019106124611076
2230,20,Oaxaca,508,Santo Domingo Chihuitán,2786,7026438,0.0003965024668260077
2231,20,Oaxaca,458,Santiago Comaltepec,2778,7026438,0.0003953639098501972
2232,26,Sonora,37,Mazatán,2777,4811876,0.0005771137909621944
2233,20,Oaxaca,175,San Juan Bautista Atatlahuca,2769,7026438,0.0003940830332524104
2234,20,Oaxaca,274,San Miguel Piedras,2761,7026438,0.0003929444762765999
2235,20,Oaxaca,568,Zapotitlán Palmas,2746,7026438,0.0003908096819469552
2236,20,Oaxaca,65,Ixpantepec Nieves,2745,7026438,0.00039066736232497886
2237,20,Oaxaca,317,San Pedro Mártir Yucuxaco,2720,7026438,0.00038710937177557106
2238,21,Puebla,32,Cohetzala,2712,10774602,0.00025170303274311197
2239,26,Sonora,10,Bacerac,2707,4811876,0.0005625664501745265
2240,20,Oaxaca,165,San José Ayuquila,2702,7026438,0.00038454761857999745
2241,20,Oaxaca,221,San Juan Teposcolula,2695,7026438,0.00038355138122616326
2242,20,Oaxaca,92,San Andrés Ixtlahuaca,2686,7026438,0.00038227050462837645
2243,20,Oaxaca,400,Santa María Camotlán,2680,7026438,0.00038141658689651856
2244,21,Puebla,196,Xayacatlán de Bravo,2675,10774602,0.00024826903119020083
2245,20,Oaxaca,149,San Francisco Sola,2654,7026438,0.0003777162767251344
2246,20,Oaxaca,192,San Juan Chilateca,2646,7026438,0.0003765777197493239
2247,20,Oaxaca,529,Santos Reyes Yucuná,2644,7026438,0.0003762930805053713
2248,20,Oaxaca,247,Capulálpam de Méndez,2626,7026438,0.0003737313273097977
2249,20,Oaxaca,329,San Pedro Teozacoalco,2614,7026438,0.0003720234918460819
2250,20,Oaxaca,362,Santa Catarina Cuixtla,2608,7026438,0.000371169574114224
2251,20,Oaxaca,173,San Juan Atepec,2607,7026438,0.0003710272544922477
2252,20,Oaxaca,374,Santa Cruz Acatepec,2602,7026438,0.0003703156563823661
2253,20,Oaxaca,110,San Antonio Sinicahua,2596,7026438,0.0003694617386505083
2254,20,Oaxaca,445,Santa María Yosoyúa,2568,7026438,0.0003654767892351715
2255,20,Oaxaca,473,Santiago Laxopa,2565,7026438,0.00036504983036924254
2256,26,Sonora,5,Arivechi,2563,4811876,0.0005326404919827526
2257,21,Puebla,121,San Diego la Mesa Tochimiltzingo,2562,10774602,0.00023778140482590447
2258,20,Oaxaca,195,San Juan Diuxi,2560,7026438,0.000364338232259361
2259,20,Oaxaca,292,San Pablo Cuatro Venados,2553,7026438,0.0003633419949055268
2260,26,Sonora,8,Bacadéhuachi,2543,4811876,0.0005284841089005618
2261,26,Sonora,15,Bavispe,2540,4811876,0.0005278606514382332
2262,20,Oaxaca,109,San Antonio Nanahuatípam,2512,7026438,0.00035750689040449796
2263,20,Oaxaca,179,San Juan Bautista Jayacatlán,2508,7026438,0.00035693761191659274
2264,21,Puebla,56,Chila de la Sal,2502,10774602,0.00023221275365902145
2265,20,Oaxaca,142,San Francisco Huehuetlán,2502,7026438,0.00035608369418473485
2266,26,Sonora,31,Huachinera,2497,4811876,0.000518924427811523
2267,20,Oaxaca,270,San Miguel Huautla,2496,7026438,0.00035522977645287697
2268,21,Puebla,198,Xicotlán,2482,10774602,0.0002303565366033938
2269,20,Oaxaca,152,San Francisco Tlapancingo,2474,7026438,0.0003520987447693981
2270,32,Zacatecas,43,Susticacán,2474,2745469,0.0009011210835015803
2271,20,Oaxaca,544,Teococuilco de Marcos Pérez,2474,7026438,0.0003520987447693981
2272,21,Puebla,21,Atzala,2464,10774602,0.0002286859412533289
2273,26,Sonora,61,Soyopa,2461,4811876,0.0005114429382635795
2274,20,Oaxaca,194,San Juan del Río,2454,7026438,0.00034925235232987186
2275,21,Puebla,165,Tepemaxalco,2430,10774602,0.00022553037225876187
2276,20,Oaxaca,34,Guadalupe de Ramírez,2428,7026438,0.0003455520421584877
2277,20,Oaxaca,245,San Martín Zacatepec,2404,7026438,0.0003421363712310562
2278,20,Oaxaca,56,Mártires de Tacubaya,2390,7026438,0.0003401438965233878
2279,20,Oaxaca,562,Magdalena Yodocono de Porfirio Díaz,2390,7026438,0.0003401438965233878
2280,26,Sonora,63,Tepache,2368,4811876,0.0004921157569313922
2281,20,Oaxaca,127,San Cristóbal Amoltepec,2358,7026438,0.0003355896686201458
2282,20,Oaxaca,53,Magdalena Tlacotepec,2356,7026438,0.0003353050293761932
2283,20,Oaxaca,564,Yutanduchi de Guerrero,2350,7026438,0.0003344511116443353
2284,20,Oaxaca,563,Yogana,2336,7026438,0.0003324586369366669
2285,21,Puebla,52,Chigmecatitlán,2300,10774602,0.000213464961397182
2286,20,Oaxaca,382,Santa Cruz Tacahua,2293,7026438,0.00032633889319168545
2287,20,Oaxaca,1,Abejones,2288,7026438,0.00032562729508180387
2288,20,Oaxaca,251,San Mateo Nejápam,2263,7026438,0.00032206930453239607
2289,20,Oaxaca,528,Santos Reyes Tepejillo,2261,7026438,0.00032178466528844346
2290,20,Oaxaca,128,San Cristóbal Lachirioag,2260,7026438,0.00032164234566646715
2291,26,Sonora,62,Suaqui Grande,2258,4811876,0.0004692556499793428
2292,20,Oaxaca,48,Magdalena Mixtepec,2208,7026438,0.0003142417253236989
2293,20,Oaxaca,365,Santa Catarina Lachatao,2198,7026438,0.0003128185291039357
2294,20,Oaxaca,132,San Dionisio Ocotlán,2188,7026438,0.0003113953328841726
2295,20,Oaxaca,216,San Juan Tabaá,2182,7026438,0.0003105414151523147
2296,21,Puebla,190,Totoltepec de Guerrero,2181,10774602,0.00020242046991619737
2297,20,Oaxaca,250,San Mateo Etlatongo,2180,7026438,0.0003102567759083621
2298,20,Oaxaca,328,San Pedro Taviche,2174,7026438,0.0003094028581765042
2299,8,Chihuahua,33,Huejotitán,2142,6519870,0.0003285341578896512
2300,20,Oaxaca,319,San Pedro Mixtepec - Dto. 26 -,2132,7026438,0.0003034254340534991
2301,20,Oaxaca,49,Magdalena Ocotlán,2120,7026438,0.00030171759858978333
2302,20,Oaxaca,11,Calihualá,2114,7026438,0.00030086368085792544
2303,19,Nuevo León,35,Melchor Ocampo,2111,8412172,0.000250945891263279
2304,28,Tamaulipas,36,San Nicolás,2104,6069690,0.00034664043797953437
2305,26,Sonora,34,Huépac,2094,4811876,0.0004351733087053781
2306,20,Oaxaca,22,Cosoltepec,2080,7026438,0.00029602481371073083
2307,20,Oaxaca,289,San Nicolás,2074,7026438,0.00029517089597887294
2308,20,Oaxaca,262,San Miguel Amatlán,2030,7026438,0.00028890883261191517
2309,5,Coahuila de Zaragoza,1,Abasolo,2028,5001962,0.00040544090498888236
2310,20,Oaxaca,357,Santa Ana Tavela,2025,7026438,0.0002881972345020336
2311,20,Oaxaca,239,San Martín Huamelúlpam,2024,7026438,0.0002880549148800573
2312,20,Oaxaca,299,San Pablo Yaganiza,2000,7026438,0.0002846392439526258
2313,20,Oaxaca,361,Santa Catalina Quierí,1984,7026438,0.0002823621300010048
2314,20,Oaxaca,402,Santa María Cortijo,1980,7026438,0.0002817928515130995
2315,20,Oaxaca,303,San Pedro Cajonos,1980,7026438,0.0002817928515130995
2316,20,Oaxaca,241,San Martín Lachilá,1960,7026438,0.0002789464590735733
2317,19,Nuevo León,40,Parás,1951,8412172,0.00023192583318553162
2318,20,Oaxaca,389,Santa Inés Yatzeche,1950,7026438,0.0002775232628538101
2319,20,Oaxaca,283,San Miguel Tequixtepec,1945,7026438,0.0002768116647439286
2320,20,Oaxaca,78,Rojas de Cuauhtémoc,1933,7026438,0.0002751038292802128
2321,31,Yucatán,60,Quintana Roo,1930,3643791,0.0005296681395831978
2322,20,Oaxaca,512,Santo Domingo Ozolotepec,1924,7026438,0.000273822952682426
2323,20,Oaxaca,296,San Pablo Macuiltianguis,1924,7026438,0.000273822952682426
2324,20,Oaxaca,168,San José Estancia Grande,1919,7026438,0.00027311135457254443
2325,20,Oaxaca,230,San Lorenzo Victoria,1896,7026438,0.00026983800326708924
2326,20,Oaxaca,335,San Pedro Yaneri,1886,7026438,0.0002684148070473261
2327,26,Sonora,28,Granados,1886,4811876,0.00039194692465059367
2328,21,Puebla,24,Axutla,1886,10774602,0.00017504126834568925
